institution;period;euro;DOI;is_hybrid;publisher;journal_full_title;issn;url
Technische Universität Darmstadt;2017;2165,8;10.1002/mbo3.456;FALSE;;;;
Technische Universität Darmstadt;2017;1856,4;10.1038/s41524-017-0043-x;FALSE;;;;
Technische Universität Darmstadt;2017;1552,95;10.1038/s41598-017-01921-y;FALSE;;;;
Technische Universität Darmstadt;2017;1552,95;10.1038/s41598-017-03414-4;FALSE;;;;
Technische Universität Darmstadt;2017;1552,95;10.1038/s41598-017-10513-9;FALSE;;;;
Technische Universität Darmstadt;2017;1552,95;10.1038/s41598-017-12265-y;FALSE;;;;
Technische Universität Darmstadt;2017;1552,95;10.1038/s41598-017-17446-3;FALSE;;;;
Technische Universität Darmstadt;2017;1552,95;10.1038/s41598-017-18942-2;FALSE;;;;
Technische Universität Darmstadt;2017;1552,95;10.1038/srep46571;FALSE;;;;
Technische Universität Darmstadt;2017;1206,66;10.1088/1367-2630/aa9011;FALSE;;;;
Technische Universität Darmstadt;2017;1868,9;10.1186/s12859-017-1703-z;FALSE;;;;
Technische Universität Darmstadt;2017;1898,05;10.1186/s12983-017-0221-1;FALSE;;;;
Technische Universität Darmstadt;2017;1868,9;10.1186/s13015-017-0105-0;FALSE;;;;
Technische Universität Darmstadt;2017;1314,95;10.1186/s13104-017-3032-8;FALSE;;;;
Technische Universität Darmstadt;2017;880,6;10.1186/s13637-017-0063-3;FALSE;;;;
Technische Universität Darmstadt;2017;1374,45;10.1186/s13638-017-0904-5;FALSE;;;;
Technische Universität Darmstadt;2017;1496,96;10.1371/journal.pone.0170252;FALSE;;;;
Technische Universität Darmstadt;2017;1435,72;10.1371/journal.pone.0175001;FALSE;;;;
Technische Universität Darmstadt;2017;1630,3;10.1371/journal.pone.0176410;FALSE;;;;
Technische Universität Darmstadt;2017;226,1;10.1515/ijcss-2017-0011;FALSE;;;;
Technische Universität Darmstadt;2017;1193,57;10.3389/fnbot.2017.00024;FALSE;;;;
Technische Universität Darmstadt;2017;1728,63;10.3389/fnbot.2017.00044;FALSE;;;;
Technische Universität Darmstadt;2017;1824,66;10.3389/fncom.2017.00108;FALSE;;;;
Technische Universität Darmstadt;2017;322,49;10.3390/act6040030;FALSE;;;;
Technische Universität Darmstadt;2017;996,03;10.3390/catal7020050;FALSE;;;;
Technische Universität Darmstadt;2017;916,18;10.3390/cryst7080246;FALSE;;;;
Technische Universität Darmstadt;2017;1449,42;10.3390/e19080384;FALSE;;;;
Technische Universität Darmstadt;2017;1408,96;10.3390/e19080404;FALSE;;;;
Technische Universität Darmstadt;2017;1118,6;10.3390/ma10111324;FALSE;;;;
Technische Universität Darmstadt;2017;1132,88;10.3390/ma11010052;FALSE;;;;
Technische Universität Darmstadt;2017;1539,86;10.3390/polym9100491;FALSE;;;;
Technische Universität Darmstadt;2017;1282,65;10.3390/su9050747;FALSE;;;;
Technische Universität Darmstadt;2017;981,75;10.3390/w9080572;FALSE;;;;
Technische Universität Darmstadt;2017;1927,8;10.5194/acp-17-12475-2017;FALSE;;;;
Technische Universität Darmstadt;2017;859,51;10.7717/peerj.3870;FALSE;;;;
