"institution","period","euro","doi","is_hybrid","opt_out","publisher","journal_full_title","issn","issn_print","issn_electronic","issn_l","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj","agreement","group_id"
"Koeln U",2024,NA,"10.1027/1864-9335/a000544",TRUE,FALSE,"Hogrefe Publishing Group","Social Psychology","1864-9335","1864-9335","2151-2590","1864-9335","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"hogrefe2024gac","00rcxh774_hogrefe2024gac_2024"
"Koeln U",2024,NA,"10.1027/1864-9335/a000548",TRUE,FALSE,"Hogrefe Publishing Group","Social Psychology","1864-9335","1864-9335","2151-2590","1864-9335","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"hogrefe2024gac","00rcxh774_hogrefe2024gac_2024"
"Koeln U",2024,NA,"10.1242/jeb.247878",TRUE,FALSE,"The Company of Biologists","Journal of Experimental Biology","0022-0949","0022-0949","1477-9145","0022-0949","http://creativecommons.org/licenses/by/4.0",TRUE,"39422060","PMC11607691",NA,NA,FALSE,"compbio2024zbmed","00rcxh774_compbio2024zbmed_2024"
"Koeln U",2024,NA,"10.1039/d4dt00394b",TRUE,FALSE,"Royal Society of Chemistry (RSC)","Dalton Transactions","1477-9226","1477-9226","1477-9234","1477-9226","http://creativecommons.org/licenses/by/3.0/",TRUE,"38805202",NA,NA,NA,FALSE,"rsc2024tib","00rcxh774_rsc2024tib_2024"
"Koeln U",2024,NA,"10.1039/d3tc04292h",TRUE,FALSE,"Royal Society of Chemistry (RSC)","Journal of Materials Chemistry C","2050-7526","2050-7526","2050-7534","2050-7526","http://creativecommons.org/licenses/by/3.0/",TRUE,NA,NA,NA,NA,FALSE,"rsc2024tib","00rcxh774_rsc2024tib_2024"
"Koeln U",2024,NA,"10.1039/d4tc01401d",TRUE,FALSE,"Royal Society of Chemistry (RSC)","Journal of Materials Chemistry C","2050-7526","2050-7526","2050-7534","2050-7526","http://creativecommons.org/licenses/by/3.0/",TRUE,"38912177","PMC11188709",NA,NA,FALSE,"rsc2024tib","00rcxh774_rsc2024tib_2024"
"Koeln U",2024,NA,"10.1039/d4tc02012j",TRUE,FALSE,"Royal Society of Chemistry (RSC)","Journal of Materials Chemistry C","2050-7526","2050-7526","2050-7534","2050-7526","http://creativecommons.org/licenses/by/3.0/",TRUE,NA,NA,NA,NA,FALSE,"rsc2024tib","00rcxh774_rsc2024tib_2024"
"Koeln U",2024,NA,"10.1039/d4nr01420k",TRUE,FALSE,"Royal Society of Chemistry (RSC)","Nanoscale","2040-3364","2040-3364","2040-3372","2040-3364","http://creativecommons.org/licenses/by/3.0/",TRUE,"38787696",NA,NA,NA,FALSE,"rsc2024tib","00rcxh774_rsc2024tib_2024"
"Koeln U",2024,NA,"10.1039/d4cp01569j",TRUE,FALSE,"Royal Society of Chemistry (RSC)","Physical Chemistry Chemical Physics","1463-9076","1463-9076","1463-9084","1463-9076","http://creativecommons.org/licenses/by/3.0/",TRUE,"38932640",NA,NA,NA,FALSE,"rsc2024tib","00rcxh774_rsc2024tib_2024"
"Koeln U",2024,NA,"10.1038/s43587-024-00696-y",TRUE,FALSE,"Springer Nature","Nature Aging","2662-8465",NA,"2662-8465","2662-8465","https://creativecommons.org/licenses/by/4.0",TRUE,"39227753","PMC11485205",NA,NA,FALSE,"sn2021gac","00rcxh774_sn2021gac_2024"
"Koeln U",2024,NA,"10.1038/s41567-024-02574-1",TRUE,FALSE,"Springer Nature","Nature Physics","1745-2473","1745-2473","1745-2481","1745-2473","https://creativecommons.org/licenses/by/4.0",TRUE,"39416854","PMC11473362",NA,NA,FALSE,"sn2021gac","00rcxh774_sn2021gac_2024"
"Koeln U",2024,NA,"10.1038/s41586-024-07177-7",TRUE,FALSE,"Springer Nature","Nature","0028-0836","0028-0836","1476-4687","0028-0836","https://creativecommons.org/licenses/by/4.0",TRUE,"38480884","PMC10972747",NA,NA,FALSE,"sn2021gac","00rcxh774_sn2021gac_2024"
"Koeln U",2024,NA,"10.1038/s41586-024-07990-0",TRUE,FALSE,"Springer Nature","Nature","0028-0836","0028-0836","1476-4687","0028-0836","https://creativecommons.org/licenses/by/4.0",TRUE,"39385023","PMC11525194",NA,NA,FALSE,"sn2021gac","00rcxh774_sn2021gac_2024"
"Koeln U",2024,NA,"10.1038/s43587-024-00619-x",TRUE,FALSE,"Springer Nature","Nature Aging","2662-8465",NA,"2662-8465","2662-8465","https://creativecommons.org/licenses/by/4.0",TRUE,"38724736","PMC11186771",NA,NA,FALSE,"sn2021gac","00rcxh774_sn2021gac_2024"
"Koeln U",2024,NA,"10.1038/s41593-024-01598-3",TRUE,FALSE,"Springer Nature","Nature Neuroscience","1097-6256","1097-6256","1546-1726","1097-6256","https://creativecommons.org/licenses/by/4.0",TRUE,"38499854","PMC11089001",NA,NA,FALSE,"sn2021gac","00rcxh774_sn2021gac_2024"
"Koeln U",2024,NA,"10.1024/0939-5911/a000893",TRUE,FALSE,"Hogrefe Publishing Group","SUCHT","0939-5911","0939-5911","1664-2856","0939-5911","https://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,NA,NA,NA,NA,FALSE,"hogrefe2024gac","00rcxh774_hogrefe2024gac_2024"
"Koeln U",2024,NA,"10.1017/s1047951124026210",TRUE,FALSE,"Cambridge University Press (CUP)","Cardiology in the Young","1047-9511","1047-9511","1467-1107","1047-9511","https://creativecommons.org/licenses/by/4.0/",TRUE,"39444207",NA,NA,NA,FALSE,"cam2022gac","00rcxh774_cam2022gac_2024"
"Koeln U",2024,NA,"10.1017/s1478951524000440",TRUE,FALSE,"Cambridge University Press (CUP)","Palliative and Supportive Care","1478-9515","1478-9515","1478-9523","1478-9515","http://creativecommons.org/licenses/by/4.0",TRUE,"38533612",NA,NA,NA,FALSE,"cam2022gac","00rcxh774_cam2022gac_2024"
"Koeln U",2024,NA,"10.1017/s014271642400002x",TRUE,FALSE,"Cambridge University Press (CUP)","Applied Psycholinguistics","0142-7164","0142-7164","1469-1817","0142-7164","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,FALSE,"cam2022gac","00rcxh774_cam2022gac_2024"
"Koeln U",2024,NA,"10.1024/1010-0652/a000381",TRUE,FALSE,"Hogrefe Publishing Group","Zeitschrift für Pädagogische Psychologie","1010-0652","1010-0652","1664-2910","1010-0652","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"hogrefe2024gac","00rcxh774_hogrefe2024gac_2024"
"Koeln U",2024,NA,"10.1108/et-04-2023-0122",TRUE,FALSE,"Emerald","Education + Training","0040-0912","0040-0912",NA,"0040-0912","https://www.emerald.com/insight/site-policies",TRUE,NA,NA,NA,NA,FALSE,"eme2023zbw","00rcxh774_eme2023zbw_2024"
"Koeln U",2024,NA,"10.1002/ejsp.3041",TRUE,FALSE,"Wiley-Blackwell","European Journal of Social Psychology","0046-2772","0046-2772","1099-0992","0046-2772","http://creativecommons.org/licenses/by-nc/4.0/",TRUE,NA,NA,NA,NA,FALSE,"wiley2024deal","00rcxh774_wiley2024deal_2024"
"Koeln U",2024,NA,"10.1111/asap.12392",TRUE,FALSE,"Wiley-Blackwell","Analyses of Social Issues and Public Policy","1529-7489","1529-7489","1530-2415","1529-7489","http://creativecommons.org/licenses/by-nc/4.0/",TRUE,NA,NA,NA,NA,FALSE,"wiley2024deal","00rcxh774_wiley2024deal_2024"
"Koeln U",2024,NA,"10.1111/jcal.12994",TRUE,FALSE,"Wiley-Blackwell","Journal of Computer Assisted Learning","0266-4909","0266-4909","1365-2729","0266-4909","http://creativecommons.org/licenses/by-nc/4.0/",TRUE,NA,NA,NA,NA,FALSE,"wiley2024deal","00rcxh774_wiley2024deal_2024"
"Koeln U",2024,NA,"10.1002/ejsp.3074",TRUE,FALSE,"Wiley-Blackwell","European Journal of Social Psychology","0046-2772","0046-2772","1099-0992","0046-2772","http://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,NA,NA,NA,NA,FALSE,"wiley2024deal","00rcxh774_wiley2024deal_2024"
"Koeln U",2024,NA,"10.1111/spc3.70003",TRUE,FALSE,"Wiley-Blackwell","Social and Personality Psychology Compass","1751-9004","1751-9004","1751-9004","1751-9004","http://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,NA,NA,NA,NA,FALSE,"wiley2024deal","00rcxh774_wiley2024deal_2024"
"Koeln U",2024,NA,"10.1111/ijpo.13181",TRUE,FALSE,"Wiley-Blackwell","Pediatric Obesity","2047-6302","2047-6302","2047-6310","2047-6302","http://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,"39401930","PMC11710947",NA,NA,FALSE,"wiley2024deal","00rcxh774_wiley2024deal_2024"
"Koeln U",2024,NA,"10.1002/gea.21994",TRUE,FALSE,"Wiley-Blackwell","Geoarchaeology","0883-6353","0883-6353","1520-6548","0883-6353","http://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,NA,NA,NA,NA,FALSE,"wiley2024deal","00rcxh774_wiley2024deal_2024"
"Koeln U",2024,NA,"10.1002/ejic.202400060",TRUE,FALSE,"Wiley-Blackwell","European Journal of Inorganic Chemistry","1434-1948","1434-1948","1099-0682","1434-1948","http://creativecommons.org/licenses/by-nc/4.0/",TRUE,NA,NA,NA,NA,FALSE,"wiley2024deal","00rcxh774_wiley2024deal_2024"
"Koeln U",2024,NA,"10.1002/chem.202400131",TRUE,FALSE,"Wiley-Blackwell","Chemistry - A European Journal","0947-6539","0947-6539","1521-3765","0947-6539","http://creativecommons.org/licenses/by-nc/4.0/",TRUE,"38415941",NA,NA,NA,FALSE,"wiley2024deal","00rcxh774_wiley2024deal_2024"
"Koeln U",2024,NA,"10.1002/anie.202402978",TRUE,FALSE,"Wiley-Blackwell","Angewandte Chemie International Edition","1433-7851","1433-7851","1521-3773","1433-7851","http://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,"38517942",NA,NA,NA,FALSE,"wiley2024deal","00rcxh774_wiley2024deal_2024"
"Koeln U",2024,NA,"10.1002/chem.202400462",TRUE,FALSE,"Wiley-Blackwell","Chemistry - A European Journal","0947-6539","0947-6539","1521-3765","0947-6539","http://creativecommons.org/licenses/by-nc/4.0/",TRUE,"38501801",NA,NA,NA,FALSE,"wiley2024deal","00rcxh774_wiley2024deal_2024"
"Koeln U",2024,NA,"10.1111/nph.19736",TRUE,FALSE,"Wiley-Blackwell","New Phytologist","0028-646X","0028-646X","1469-8137","0028-646X","http://creativecommons.org/licenses/by-nc/4.0/",TRUE,"38584577",NA,NA,NA,FALSE,"wiley2024deal","00rcxh774_wiley2024deal_2024"
"Koeln U",2024,NA,"10.1002/chem.202400808",TRUE,FALSE,"Wiley-Blackwell","Chemistry - A European Journal","0947-6539","0947-6539","1521-3765","0947-6539","http://creativecommons.org/licenses/by/4.0/",TRUE,"38506349",NA,NA,NA,FALSE,"wiley2024deal","00rcxh774_wiley2024deal_2024"
"Koeln U",2024,NA,"10.1002/psc.3604",TRUE,FALSE,"Wiley-Blackwell","Journal of Peptide Science","1075-2617","1075-2617","1099-1387","1075-2617","http://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,"38651525",NA,NA,NA,FALSE,"wiley2024deal","00rcxh774_wiley2024deal_2024"
"Koeln U",2024,NA,"10.1002/cptc.202400033",TRUE,FALSE,"Wiley-Blackwell","ChemPhotoChem","2367-0932","2367-0932","2367-0932","2367-0932","http://creativecommons.org/licenses/by-nc/4.0/",TRUE,NA,NA,NA,NA,FALSE,"wiley2024deal","00rcxh774_wiley2024deal_2024"
"Koeln U",2024,NA,"10.1029/2023jd040262",TRUE,FALSE,"American Geophysical Union (AGU)","Journal of Geophysical Research: Atmospheres","2169-897X","2169-897X","2169-8996","2169-897X","http://creativecommons.org/licenses/by-nc/4.0/",TRUE,NA,NA,NA,NA,FALSE,"wiley2024deal","00rcxh774_wiley2024deal_2024"
"Koeln U",2024,NA,"10.1111/cgf.15095",TRUE,FALSE,"Wiley-Blackwell","Computer Graphics Forum","0167-7055","0167-7055","1467-8659","0167-7055","http://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,NA,NA,NA,NA,FALSE,"wiley2024deal","00rcxh774_wiley2024deal_2024"
"Koeln U",2024,NA,"10.1029/2024jg008001",TRUE,FALSE,"American Geophysical Union (AGU)","Journal of Geophysical Research: Biogeosciences","2169-8953","2169-8953","2169-8961","2169-8953","http://creativecommons.org/licenses/by-nc/4.0/",TRUE,NA,NA,NA,NA,FALSE,"wiley2024deal","00rcxh774_wiley2024deal_2024"
"Koeln U",2024,NA,"10.1002/zaac.202400019",TRUE,FALSE,"Wiley-Blackwell","Zeitschrift für anorganische und allgemeine Chemie","0044-2313","0044-2313","1521-3749","0044-2313","http://creativecommons.org/licenses/by-nc/4.0/",TRUE,NA,NA,NA,NA,FALSE,"wiley2024deal","00rcxh774_wiley2024deal_2024"
"Koeln U",2024,NA,"10.1002/chem.202401678",TRUE,FALSE,"Wiley-Blackwell","Chemistry - A European Journal","0947-6539","0947-6539","1521-3765","0947-6539","http://creativecommons.org/licenses/by/4.0/",TRUE,"38770931",NA,NA,NA,FALSE,"wiley2024deal","00rcxh774_wiley2024deal_2024"
